filename,size,room_dim,material_ceil,material_floor,material_wall,source,mic,rt60,max_order,ray_tracing,sr,MSE_DFN Average,MSE_DFN 125 Hz,MSE_DFN 250 Hz,MSE_DFN 500 Hz,MSE_DFN 1000 Hz,MSE_DFN 2000 Hz,MSE_DFN 4000 Hz
/Users/dalsag1/Documents/datasets/ism_short/dc06981d-54fd-4c64-a6be-e7ccb594f766.wav,small,[4.518 4.003 2.603],ceiling_melamine_foam,carpet_tufted_9m,smooth_brickwork_10mm_pointing,[2.755 1.596 0.876],[0.478 1.205 1.255],1.21583333,100,True,48000,7220.640878109607,233.14865,413.0753,793.4097,2133.5952,7963.32,31787.297
/Users/dalsag1/Documents/datasets/ism_short/0a520c46-9475-46df-82c0-11ece1fb0ef3.wav,small,[4.459 4.669 2.141],ceiling_melamine_foam,carpet_tufted_9m,smooth_brickwork_10mm_pointing,[2.897 3.163 0.58 ],[4.154 0.751 1.472],1.270875,100,True,48000,903.0423265874069,10.463556,39.25775,130.75095,336.27264,1028.8706,3872.6384
/Users/dalsag1/Documents/datasets/ism_short/4527148a-a521-4881-809b-1642f40a811f.wav,small,[3.954 2.358 2.821],ceiling_plasterboard,carpet_hairy,plasterboard,[3.558 0.615 0.314],[2.451 1.039 0.845],1.6941875,100,True,48000,80.75498635777632,254.081,11.150695,10.960948,18.86389,49.764114,139.70927
/Users/dalsag1/Documents/datasets/ism_short/9700d5ea-295b-492c-897c-7e11f5e7ed09.wav,small,[3.339 3.522 2.696],ceiling_plasterboard,carpet_hairy,plasterboard,[1.271 2.95  2.407],[0.595 3.049 0.568],1.77889583,100,True,48000,15.113304406048394,44.9468,30.464668,9.309898,1.4556162,1.7157427,2.7871006
/Users/dalsag1/Documents/datasets/ism_short/153d8728-289d-4d73-a103-9e0593f91a80.wav,small,[3.568 4.372 2.736],ceiling_metal_panel,carpet_hairy,plasterboard,[0.297 1.598 1.053],[1.571 1.795 1.281],1.9104375,100,True,48000,1.5615579039587832,0.95499045,1.0013664,1.4976164,1.4009995,2.3336036,2.1807709
/Users/dalsag1/Documents/datasets/ism_short/464b50ff-d967-43ff-8356-83591cad0bd9.wav,small,[2.969 2.299 2.822],ceiling_plasterboard,carpet_tufted_9m,plasterboard,[1.57  0.935 1.493],[1.653 1.491 0.611],1.2208125,100,True,48000,14.576450028951138,40.54643,9.446297,4.8756113,4.856808,11.956477,15.777081
/Users/dalsag1/Documents/datasets/ism_short/ae0477fd-37d7-4580-a746-c8608cddb600.wav,small,[6.355 3.849 2.994],ceiling_metal_panel,carpet_tufted_9m,wooden_lining,[5.64  3.247 0.291],[4.321 3.595 0.645],1.2324375,100,True,48000,2.0298282630041764,2.0993419,1.7896844,2.2860591,2.3792078,2.1802723,1.4444039
/Users/dalsag1/Documents/datasets/ism_short/a6c1716a-f535-4049-a5ed-bce55fe0e98c.wav,small,[3.765 2.967 2.635],ceiling_plasterboard,audience_floor,smooth_brickwork_10mm_pointing,[1.553 1.688 2.298],[3.428 1.125 1.68 ],0.99854167,100,True,48000,13.443134208110555,56.562622,4.5756702,3.2713904,2.675299,6.350247,7.2235756
/Users/dalsag1/Documents/datasets/ism_short/c26c55f5-9f09-48cc-849c-4cf215e8b73c.wav,small,[6.507 1.986 2.032],ceiling_melamine_foam,carpet_tufted_9m,plasterboard,[0.286 1.013 1.281],[2.102 1.039 0.618],1.7708125,100,True,48000,11.619448494556872,0.3742757,1.0704571,40.28499,13.735476,9.604673,4.64682
/Users/dalsag1/Documents/datasets/ism_short/012ddc76-129c-4775-9929-5bcbd6b39a54.wav,small,[3.794 2.417 2.048],ceiling_metal_panel,carpet_tufted_9m,wooden_lining,[1.141 0.337 1.6  ],[1.91  1.102 1.112],0.84197917,100,True,48000,1.2617357590504834,1.4351822,0.43093777,0.6858644,3.5064836,0.64682794,0.8651187
